P49768	P49768
P12355	P12355
O24646	O24646
P0ABD8	P0ABD8
P16860	P16860
Q9Y478	Q9Y478
Q8QHL5	Q8QHL5
P14635	P14635
Q9QWH1	Q9QWH1
P48598	P48598
P27284	P27284
P78362	P78362
P04383	P04383
P9WPI9	P9WPI9
Q9I322	Q9I322
O60508	O60508
F8UU09	F8UU09
O60356	O60356
Q14565	Q14565
P27958	P27958
Q13127	Q13127
P09883	P09883
Q02548	Q02548
P0AG63	P0AG63
P69346	P69346
O14214	O14214
P27088	P27088
P26231	P26231
Q8WUP2	Q8WUP2
P0A7L8	P0A7L8
Q8WVM7	Q8WVM7
P45985	P45985
A4C1A5	A4C1A5
P04608	P04608
P04610	P04610
P69697	P69697
P12506	P12506
Q7YUB9	Q7YUB9
M1GUG5	M1GUG5
F2Z293	F2Z293
P04972	P04972
P04613	P04613
P53927	P53927
P12931	P12931
Q8WV92	Q8WV92
P63045	P63045
P02313	P02313
O94742	O94742
Q9XES8	Q9XES8
O15922	O15922
Q02821	Q02821
P08083	P08083
P38634	P38634
P05204	P05204
P23202	P23202
P33328	P33328
O75496	O75496
P51608	P51608
Q91006	Q91006
P17639	P17639
O60741	O60741
P31109	P31109
Q5UPT2	Q5UPT2
C6ZFX3	C6ZFX3
Q72500	Q72500
P23588	P23588
P04637	P04637
P26477	P26477
A6NF83	A6NF83
Q96273	Q96273
Q60795	Q60795
Q9SLJ2	Q9SLJ2
O15392	O15392
P04611	P04611
Q9H832	Q9H832
P08008	P08008
Q8K368	Q8K368
P27001	P27001
Q6MRH6	Q6MRH6
Q1PAB4	Q1PAB4
Q9UMZ1	Q9UMZ1
P20879	P20879
P20893	P20893
O32728	O32728
O60829	O60829
Q8GT36	Q8GT36
P27469	P27469
P12579	P12579
Q92731	Q92731
P31324	P31324
O14727	O14727
Q04964	Q04964
Q8WUG5	Q8WUG5
P24255	P24255
P00004	P00004
Q9CX60	Q9CX60
I1JLC8	I1JLC8
Q9QX73	Q9QX73
Q03611	Q03611
Q3UKX1	Q3UKX1
P05318	P05318
Q9NR00	Q9NR00
P17096	P17096
P03045	P03045
P02619	P02619
P30429	P30429
Q67953	Q67953
P02628	P02628
P22943	P22943
P52926	P52926
P40316	P40316
P01252	P01252
P02400	P02400
Q15004	Q15004
P06454	P06454
Q9Y6K9	Q9Y6K9
Q13569	Q13569
Q9GSG7	Q9GSG7
P32639	P32639
P03316	P03316
Q9M4V2	Q9M4V2
P17931	P17931
Q08655	Q08655
O00273	O00273
P25814	P25814
Q99250	Q99250
Q2KIG3	Q2KIG3
Q82S91	Q82S91
Q13541	Q13541
A8CDV5	A8CDV5
P03421	P03421
O43236	O43236
B0FRH7	B0FRH7
Q13542	Q13542
A4ZNR2	A4ZNR2
P46984	P46984
P11938	P11938
P49687	P49687
Q87P35	Q87P35
P14736	P14736
O60927	O60927
F1QGH7	F1QGH7
O76070	O76070
Q9NRJ3	Q9NRJ3
P45481	P45481
Q03519	Q03519
Q9NQB0	Q9NQB0
O43474	O43474
P04004	P04004
Q61937	Q61937
Q9LZP9	Q9LZP9
Q9A8N4	Q9A8N4
P19793	P19793
Q16143	Q16143
P10279	P10279
A0A1Z3GD08	A0A1Z3GD08
P62965	P62965
P07674	P07674
A0A1Z3GD05	A0A1Z3GD05
P03255	P03255
P0AG11	P0AG11
P37840	P37840
Q95V77	Q95V77
D2JX42	D2JX42
Q61081	Q61081
P09132	P09132
P38293	P38293
P16949	P16949
O95292	O95292
C4M0U8	C4M0U8
O95863	O95863
P40019	P40019
O35274	O35274
P22239	P22239
O74774	O74774
Q14457	Q14457
P23441	P23441
Q02948	Q02948
S6AWC2	S6AWC2
Q9FG31	Q9FG31
P84092	P84092
Q9J0X9	Q9J0X9
P53632	P53632
Q02248	Q02248
P38936	P38936
P24785	P24785
P01099	P01099
O00571	O00571
P10961	P10961
P01106	P01106
D0PV95	D0PV95
Q4R6S5	Q4R6S5
P12950	P12950
O30916	O30916
P02687	P02687
Q96270	Q96270
P08235	P08235
P81558	P81558
P04480	P04480
P22363	P22363
A0A2K8FR49	A0A2K8FR49
P34808	P34808
O60341	O60341
Q01417	Q01417
P02754	P02754
O82775	O82775
P0DTD1	P0DTD1
P01071	P01071
O75683	O75683
P40855	P40855
Q99801	Q99801
P03372	P03372
Q91ZE9	Q91ZE9
P42763	P42763
P47710	P47710
P30185	P30185
Q922Y0	Q922Y0
Q4V8A3	Q4V8A3
P10121	P10121
O43781	O43781
Q6R327	Q6R327
Q8VY98	Q8VY98
P42758	P42758
P22121	P22121
P46527	P46527
P27058	P27058
Q92837	Q92837
P14859	P14859
P07516	P07516
O95997	O95997
P40517	P40517
Q61337	Q61337
P07746	P07746
Q9DCL8	Q9DCL8
Q9YIJ1	Q9YIJ1
P55072	P55072
Q8GYN5	Q8GYN5
B4Y891	B4Y891
P40337	P40337
Q9P2K3	Q9P2K3
P11387	P11387
Q9WBP8	Q9WBP8
Q808Y3	Q808Y3
O56139	O56139
P50148	P50148
P83949	P83949
P49848	P49848
Q8I295	Q8I295
Q969F2	Q969F2
P15865	P15865
P35222	P35222
Q8ZRW0	Q8ZRW0
P9WGI1	P9WGI1
P02666	P02666
Q39805	Q39805
A7YK37	A7YK37
P80723	P80723
Q8N488	Q8N488
A0KJC7	A0KJC7
P00800	P00800
P36106	P36106
Q5A3P6	Q5A3P6
O28769	O28769
Q8A6W3	Q8A6W3
Q9NQI0	Q9NQI0
P50553	P50553
A0R1T8	A0R1T8
P17677	P17677
Q2TUW1	Q2TUW1
P06836	P06836
Q9CQK7	Q9CQK7
P0AD27	P0AD27
P40709	P40709
Q18235	Q18235
P05453	P05453
Q7LKB1	Q7LKB1
Q9I332	Q9I332
P46674	P46674
P35828	P35828
Q16633	Q16633
Q64693	Q64693
Q9BUQ8	Q9BUQ8
P06748	P06748
P42759	P42759
Q2Q4X9	Q2Q4X9
O53168	O53168
Q01844	Q01844
Q15796	Q15796
O60828	O60828
Q03768	Q03768
P31168	P31168
P03259	P03259
Q9DBZ9	Q9DBZ9
P50498	P50498
Q9FUW7	Q9FUW7
Q5RJL0	Q5RJL0
Q12142	Q12142
P03254	P03254
P30291	P30291
P36080	P36080
Q90623	Q90623
Q03834	Q03834
P03422	P03422
Q9UKL0	Q9UKL0
F7DSA5	F7DSA5
P10451	P10451
P49918	P49918
P21815	P21815
P36118	P36118
P50542	P50542
P08240	P08240
Q62627	Q62627
Q99LM3	Q99LM3
O46385	O46385
Q9VPU8	Q9VPU8
Q5NJL5	Q5NJL5
A0A0J9X1Q5	A0A0J9X1Q5
Q9UKT4	Q9UKT4
Q22472	Q22472
P0A705	P0A705
Q06696	Q06696
P07221	P07221
Q9IK91	Q9IK91
O55778	O55778
O23764	O23764
Q8ZRP0	Q8ZRP0
P10636-8	P10636-8
P05059	P05059
P27986	P27986
P78953	P78953
Q9SLF3	Q9SLF3
O75533	O75533
P15146	P15146
P22473	P22473
P35637	P35637
Q01101	Q01101
Q09882	Q09882
P06401	P06401
P07476	P07476
Q96T21	Q96T21
Q16236	Q16236
P14907	P14907
A2VD23	A2VD23
Q02629	Q02629
Q14978	Q14978
G0S3L5	G0S3L5
P32499	P32499
O81283	O81283
Q9UHB7	Q9UHB7
A7UMX5	A7UMX5
P20676	P20676
Q05022	Q05022
Q5TBB1	Q5TBB1
Q8K419	Q8K419
Q8AVN9	Q8AVN9
Q9SQZ9	Q9SQZ9
P0A9H7	P0A9H7
P09429	P09429
Q98XH7	Q98XH7
P0A882	P0A882
P11746	P11746
P51177	P51177
Q13351	Q13351
O95147	O95147
Q9BQA1	Q9BQA1
P04083	P04083
P02283	P02283
O60493	O60493
Q13043	Q13043
Q8QWD4	Q8QWD4
P56621	P56621
P10922	P10922
Q80FJ1	Q80FJ1
Q68J44	Q68J44
P10824	P10824
P04324	P04324
Q8ZKB0	Q8ZKB0
P02294	P02294
P19838	P19838
Q9BTL3	Q9BTL3
Q96G97	Q96G97
Q68749	Q68749
P26660	P26660
P26661	P26661
Q68798	Q68798
Q9DHD6	Q9DHD6
Q81495	Q81495
Q81258	Q81258
Q81487	Q81487
Q9QAX1	Q9QAX1
P26663	P26663
P26664	P26664
Q5I2N3	Q5I2N3
O39929	O39929
O39927	O39927
O39928	O39928
Q81754	Q81754
Q913D4	Q913D4
Q03463	Q03463
P26662	P26662
Q68801	Q68801
Q00269	Q00269
Q913V3	Q913V3
O91936	O91936
O92529	O92529
P29846	P29846
O92530	O92530
O92531	O92531
O92532	O92532
Q5EG65	Q5EG65
P27960	P27960
P27961	P27961
Q01404	Q01404
Q01403	Q01403
P27959	P27959
O92972	O92972
Q9WMX2	Q9WMX2
Q99IB8	Q99IB8
P08631	P08631
O43516	O43516
E1UJ20	E1UJ20
P09951	P09951
P48443	P48443
P52948	P52948
Q69422	Q69422
Q6P8Z1	Q6P8Z1
P45561	P45561
P60881	P60881
Q9UBK2	Q9UBK2
Q9VI75	Q9VI75
P60058	P60058
P00760	P00760
Q9EPU7	Q9EPU7
Q96GC6	Q96GC6
P01130	P01130
P25644	P25644
Q8WV28	Q8WV28
Q99952	Q99952
O89467	O89467
P42227	P42227
P62944	P62944
Q05195	Q05195
A0A2Z5UJ33	A0A2Z5UJ33
Q8VZS8	Q8VZS8
Q9HC52	Q9HC52
P13199	P13199
Q8SWE5	Q8SWE5
P12497	P12497
P34160	P34160
P0ABQ4	P0ABQ4
Q13188	Q13188
Q92973	Q92973
O96013	O96013
P41236	P41236
P37231	P37231
Q63K18	Q63K18
P32851	P32851
Q02521	Q02521
Q8BPB0	Q8BPB0
Q9Y296	Q9Y296
P21109	P21109
P51123	P51123
P41920	P41920
Q9LQT8	Q9LQT8
P44228	P44228
P14253	P14253
Q9DUE0	Q9DUE0
P14254	P14254
P04861	P04861
P69738	P69738
O55527	O55527
P04862	P04862
Q61391	Q61391
O00204	O00204
P53350	P53350
Q92585	Q92585
Q16630	Q16630
P03086	P03086
O15151	O15151
Q03164	Q03164
P11309	P11309
P00974	P00974
Q8PMB6	Q8PMB6
P58753	P58753
O35718	O35718
P0AE70	P0AE70
P43274	P43274
P07477	P07477
Q9JM54	Q9JM54
O49195	O49195
Q04884	Q04884
P03431	P03431
Q8K4J6	Q8K4J6
P11473	P11473
P03070	P03070
P0A6G1	P0A6G1
P0ABS1	P0ABS1
Q6Q547	Q6Q547
P69411	P69411
Q9Z0U4	Q9Z0U4
Q9XTY3	Q9XTY3
P10923	P10923
Q84852	Q84852
P10163	P10163
P04271	P04271
P05067	P05067
P06701	P06701
P09237	P09237
O06522	O06522
Q8IG33	Q8IG33
Q97W59	Q97W59
P07214	P07214
P27797	P27797
Q14676	Q14676
P76216	P76216
Q9UBT3	Q9UBT3
Q9T0N8	Q9T0N8
P14448	P14448
Q8RNT4	Q8RNT4
P0AE98	P0AE98
P08294	P08294
Q9JJW6	Q9JJW6
Q8T9B6	Q8T9B6
B7XHF3	B7XHF3
P01139	P01139
P53041	P53041
P01555	P01555
P0C066	P0C066
P41780	P41780
P03956	P03956
P0ADC1	P0ADC1
Q9DDG2	Q9DDG2
O60566	O60566
Q05127	Q05127
Q4VP08	Q4VP08
P03607	P03607
P02808	P02808
Q86FP9	Q86FP9
P05546	P05546
Q86FP8	Q86FP8
Q7DD77	Q7DD77
P26010	P26010
Q96GU1	Q96GU1
Q15726	Q15726
P23280	P23280
P28325	P28325
Q9D1N2	Q9D1N2
Q98157	Q98157
P36955	P36955
Q8IV16	Q8IV16
Q885L4	Q885L4
P0AB38	P0AB38
A0A3N4AZ09	A0A3N4AZ09
P19599	P19599
Q647G9	Q647G9
E3T1W8	E3T1W8
P05371	P05371
P05452	P05452
Q9UK55	Q9UK55
P19594	P19594
P69428	P69428
P84040	P84040
Q7Q3R9	Q7Q3R9
P0AES9	P0AES9
P16050	P16050
P28300	P28300
Q3LS93	Q3LS93
P05451	P05451
Q9BP37	Q9BP37
P19957	P19957
Q9NJS1	Q9NJS1
P10997	P10997
P04925	P04925
P04156	P04156
P04273	P04273
P48439	P48439
P20849	P20849
Q15582	Q15582
A8AZZ3	A8AZZ3
P15382	P15382
P37173	P37173
Q9UKY0	Q9UKY0
P0ADV9	P0ADV9
P19250	P19250
A0A0H3GD84	A0A0H3GD84
P70062	P70062
P08581	P08581
P01009	P01009
P22681	P22681
Q9BP38	Q9BP38
Q9BQB4	Q9BQB4
O13916	O13916
Q07817	Q07817
O43806	O43806
Q8R464	Q8R464
P28327	P28327
P27682	P27682
P18272	P18272
P24937	P24937
P0AEX9	P0AEX9
Q5SQI0	Q5SQI0
P59636	P59636
P45523	P45523
P61586	P61586
Q13501	Q13501
Q23985	Q23985
O33599	O33599
P60761	P60761
Q9Y657	Q9Y657
Q64373	Q64373
Q8NHZ8	Q8NHZ8
P10415	P10415
P81019	P81019
P0A903	P0A903
P13255	P13255
Q06141	Q06141
P01034	P01034
O43044	O43044
Q90VU7	Q90VU7
P00520	P00520
A0A3S5Y0Q5	A0A3S5Y0Q5
P00519	P00519
Q9BQ15	Q9BQ15
P05231	P05231
P01097	P01097
P04198	P04198
P44654	P44654
P20963	P20963
O43561	O43561
Q23229	Q23229
Q9HCB6	Q9HCB6
Q9CXY6	Q9CXY6
O30124	O30124
P27577	P27577
G4YRX5	G4YRX5
Q9ERE7	Q9ERE7
Q8NB78	Q8NB78
P08476	P08476
P35729	P35729
P15825	P15825
O14733	O14733
Q4D3B7	Q4D3B7
Q4DER6	Q4DER6
O14832	O14832
P62826	P62826
Q62902	Q62902
Q9C000	Q9C000
Q9JK11	Q9JK11
Q86XI6	Q86XI6
Q8NBP7	Q8NBP7
P53563	P53563
P06437	P06437
Q28146	Q28146
Q9SN68	Q9SN68
P21246	P21246
P0A3B2	P0A3B2
Q6PHW0	Q6PHW0
P62552	P62552
P49785	P49785
B2LME8	B2LME8
Q80V62	Q80V62
P0A7K2	P0A7K2
Q9WYW0	Q9WYW0
P63090	P63090
Q15418	Q15418
P82804	P82804
P28105	P28105
P28110	P28110
P28129	P28129
P28138	P28138
P28106	P28106
P28111	P28111
P28130	P28130
P28144	P28144
P02721	P02721
Q4QIS1	Q4QIS1
A4H4W7	A4H4W7
A4HT41	A4HT41
P40949	P40949
Q13838	Q13838
P04325	P04325
P69718	P69718
O24172	O24172
P04616	P04616
P62330	P62330
O75324	O75324
P68135	P68135
P19827	P19827
P26039	P26039
P25791	P25791
P08523	P08523
Q4F883	Q4F883
P07276	P07276
P53330	P53330
P0AC88	P0AC88
P46938	P46938
P40719	P40719
Q7Z094	Q7Z094
O75581	O75581
P15273	P15273
Q15013	Q15013
P13183	P13183
A0MHA3	A0MHA3
P49765	P49765
Q56311	Q56311
P12272	P12272
P22234	P22234
P35236	P35236
P16869	P16869
P13693	P13693
P47523	P47523
Q05753	Q05753
Q9WZ73	Q9WZ73
P33763	P33763
P02788	P02788
P50440	P50440
P22995	P22995
Q16790	Q16790
Q01081	Q01081
Q13526	Q13526
P0A910	P0A910
P63028	P63028
P19554	P19554
A0A0H2ZP82	A0A0H2ZP82
Q9NWW9	Q9NWW9
Q14653	Q14653
Q0PF16	Q0PF16
P53816	P53816
P30273	P30273
Q10344	Q10344
Q88QP8	Q88QP8
P02655	P02655
P0A8H9	P0A8H9
P13551	P13551
Q5SHN5	Q5SHN5
P63027	P63027
O75530	O75530
P62878	P62878
Q9SQK3	Q9SQK3
Q582A7	Q582A7
C9ZUU9	C9ZUU9
Q6QCC2	Q6QCC2
P11859	P11859
P31288	P31288
P31289	P31289
P52272	P52272
O31818	O31818
P70444	P70444
P60723	P60723
Q9SIN5	Q9SIN5
Q42512	Q42512
P49005	P49005
Q14242	Q14242
P0CE48	P0CE48
C9ZXG5	C9ZXG5
Q2UZM9	Q2UZM9
P03709	P03709
Q16595	Q16595
Q93009	Q93009
P40161	P40161
P0C079	P0C079
Q3U4G3	Q3U4G3
P38516	P38516
Q12432	Q12432
Q9VXJ0	Q9VXJ0
P68688	P68688
O60885	O60885
P39748	P39748
P01019	P01019
P01501	P01501
P41851	P41851
J7QA90	J7QA90
P13861	P13861
Q9C1S9	Q9C1S9
J9V8B5	J9V8B5
P10114	P10114
P78330	P78330
Q9SSN3	Q9SSN3
O60888	O60888
Q9HC35	Q9HC35
P0AFG0	P0AFG0
P36578	P36578
Q57904	Q57904
P36932	P36932
O35987	O35987
Q8IYB8	Q8IYB8
P31087	P31087
P53193	P53193
P00740	P00740
Q9JIH2	Q9JIH2
O70480	O70480
Q99LJ8	Q99LJ8
P33309	P33309
P14678	P14678
P80220	P80220
Q9CXW3	Q9CXW3
P0AE72	P0AE72
Q9UKX7	Q9UKX7
P17181	P17181
O14713	O14713
P32170	P32170
P62993	P62993
O31467	O31467
P0ABE0	P0ABE0
Q07812	Q07812
P17405	P17405
J3F2B0	J3F2B0
P20459	P20459
Q9MAA7	Q9MAA7
Q9Y5S9	Q9Y5S9
P01050	P01050
Q6NUK1	Q6NUK1
O05574	O05574
P46937	P46937
A6Q0K5	A6Q0K5
Q09535	Q09535
P02631	P02631
Q96FQ6	Q96FQ6
F1QR43	F1QR43
P68927	P68927
Q93KQ4	Q93KQ4
P05198	P05198
P09234	P09234
P38038	P38038
O23813	O23813
O15492	O15492
Q9UBU9	Q9UBU9
O87120	O87120
P0A877	P0A877
O43715	O43715
P03406	P03406
J2EKT7	J2EKT7
Q9UM07	Q9UM07
O15247	O15247
P47142	P47142
Q8GY88	Q8GY88
Q9Z1X4	Q9Z1X4
Q9UMR2	Q9UMR2
P78504	P78504
P03040	P03040
Q9Y7M4	Q9Y7M4
Q9NR28	Q9NR28
Q12380	Q12380
P9WIP5	P9WIP5
A0A140GKJ0	A0A140GKJ0
P01160	P01160
O50835	O50835
P42574	P42574
P34087	P34087
Q07932	Q07932
P53780	P53780
P0ACF8	P0ACF8
P27392	P27392
P15336	P15336
P60006	P60006
Q92793	Q92793
